bgc_id,genome_id,region,accession,start_pos,end_pos,contig_edge,product,region_length,most_similar_known_cluster_id,most_similar_known_cluster_description,most_similar_known_cluster_type,similarity,source,gbk_path
JAUCFV010000005.1.region005,GCA_030348255.1,1.5,JAUCFV010000005.1,749719,782136,False,['betalactone'],32417,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348255.1/JAUCFV010000005.1.region005.gbk
JAUCFV010000005.1.region006,GCA_030348255.1,1.6,JAUCFV010000005.1,1763408,1804830,False,['other'],41422,BGC0001184,bacilysin,Other,0.8571428571428571,bgcflow,data/interim/antismash/7.0.0/GCA_030348255.1/JAUCFV010000005.1.region006.gbk
JAUCFV010000005.1.region007,GCA_030348255.1,1.7,JAUCFV010000005.1,1975408,1985753,False,['RiPP-like'],10345,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348255.1/JAUCFV010000005.1.region007.gbk
JAUCFV010000005.1.region008,GCA_030348255.1,1.8,JAUCFV010000005.1,2047644,2099374,False,"['NRP-metallophore', 'NRPS']",51730,BGC0002695,bacillibactin/bacillibactin E/bacillibactin F,NRP,0.8,bgcflow,data/interim/antismash/7.0.0/GCA_030348255.1/JAUCFV010000005.1.region008.gbk
JAUCFV010000005.1.region009,GCA_030348255.1,1.9,JAUCFV010000005.1,2299626,2341987,False,['NRPS-like'],42361,BGC0001005,locillomycin/locillomycin B/locillomycin C,NRP+Polyketide,0.21428571428571427,bgcflow,data/interim/antismash/7.0.0/GCA_030348255.1/JAUCFV010000005.1.region009.gbk
JAUCFV010000005.1.region010,GCA_030348255.1,1.10,JAUCFV010000005.1,2472807,2556533,False,['NRPS'],83726,BGC0000381,lichenysin,NRP,0.8571428571428571,bgcflow,data/interim/antismash/7.0.0/GCA_030348255.1/JAUCFV010000005.1.region010.gbk
JAUCFV010000005.1.region011,GCA_030348255.1,1.11,JAUCFV010000005.1,3025732,3046638,False,['RRE-containing'],20906,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348255.1/JAUCFV010000005.1.region011.gbk
JAUCFV010000005.1.region012,GCA_030348255.1,1.12,JAUCFV010000005.1,3194030,3222627,False,"['terpene', 'NI-siderophore']",28597,BGC0002683,schizokinen,Other,0.6,bgcflow,data/interim/antismash/7.0.0/GCA_030348255.1/JAUCFV010000005.1.region012.gbk
CP126089.1.region001,GCA_030122925.1,1.1,CP126089.1,683518,742357,False,['NRPS'],58839,BGC0000377,koranimine,NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030122925.1/CP126089.1.region001.gbk
CP126089.1.region002,GCA_030122925.1,1.2,CP126089.1,888950,933018,False,['NRPS'],44068,BGC0000093,meilingmycin,Polyketide,0.021739130434782608,bgcflow,data/interim/antismash/7.0.0/GCA_030122925.1/CP126089.1.region002.gbk
CP126089.1.region003,GCA_030122925.1,1.3,CP126089.1,2450378,2474548,False,['betalactone'],24170,BGC0001095,fengycin,NRP,0.4666666666666667,bgcflow,data/interim/antismash/7.0.0/GCA_030122925.1/CP126089.1.region003.gbk
CP126089.1.region004,GCA_030122925.1,1.4,CP126089.1,3238289,3279378,False,['T3PKS'],41089,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122925.1/CP126089.1.region004.gbk
CP126089.1.region005,GCA_030122925.1,1.5,CP126089.1,3418170,3438196,False,['terpene'],20026,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122925.1/CP126089.1.region005.gbk
CP126089.1.region006,GCA_030122925.1,1.6,CP126089.1,4407111,4430647,False,['LAP'],23536,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122925.1/CP126089.1.region006.gbk
CP126089.1.region007,GCA_030122925.1,1.7,CP126089.1,5051107,5073003,False,['terpene'],21896,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122925.1/CP126089.1.region007.gbk
CP126089.1.region008,GCA_030122925.1,1.8,CP126089.1,5380038,5395551,False,['NI-siderophore'],15513,BGC0002683,schizokinen,Other,0.6,bgcflow,data/interim/antismash/7.0.0/GCA_030122925.1/CP126089.1.region008.gbk
JAVIVM010000001.1.region001,GCA_031324325.1,1.1,JAVIVM010000001.1,710330,730939,False,['cyclic-lactone-autoinducer'],20609,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324325.1/JAVIVM010000001.1.region001.gbk
JAVIVM010000011.1.region001,GCA_031324325.1,3.1,JAVIVM010000011.1,71672,110370,True,['NRPS'],38698,BGC0001033,paenilamicin/paenilamicin A2/paenilamicin B1/paenilamicin B2,NRP+Polyketide,0.21428571428571427,bgcflow,data/interim/antismash/7.0.0/GCA_031324325.1/JAVIVM010000011.1.region001.gbk
JAVIVM010000002.1.region001,GCA_031324325.1,12.1,JAVIVM010000002.1,0,56519,True,"['NRPS', 'NRP-metallophore']",56519,BGC0002472,ulbactin F/ulbactin G,NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_031324325.1/JAVIVM010000002.1.region001.gbk
JAVIVM010000002.1.region002,GCA_031324325.1,12.2,JAVIVM010000002.1,287003,297852,False,['RiPP-like'],10849,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324325.1/JAVIVM010000002.1.region002.gbk
JAVIVM010000002.1.region003,GCA_031324325.1,12.3,JAVIVM010000002.1,690151,712053,False,['terpene'],21902,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324325.1/JAVIVM010000002.1.region003.gbk
JAVIVM010000002.1.region004,GCA_031324325.1,12.4,JAVIVM010000002.1,820133,861204,False,['T3PKS'],41071,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324325.1/JAVIVM010000002.1.region004.gbk
JAVIVM010000003.1.region001,GCA_031324325.1,19.1,JAVIVM010000003.1,96890,118054,False,['RRE-containing'],21164,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324325.1/JAVIVM010000003.1.region001.gbk
JAVIVM010000005.1.region001,GCA_031324325.1,21.1,JAVIVM010000005.1,136105,158225,False,['opine-like-metallophore'],22120,BGC0002488,bacillopaline,Other,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_031324325.1/JAVIVM010000005.1.region001.gbk
JAVIVM010000007.1.region001,GCA_031324325.1,23.1,JAVIVM010000007.1,0,178810,True,"['NRPS', 'NRPS-like', 'T1PKS', 'transAT-PKS']",178810,BGC0000452,tyrocidine,NRP,0.4375,bgcflow,data/interim/antismash/7.0.0/GCA_031324325.1/JAVIVM010000007.1.region001.gbk
JAVIVM010000009.1.region001,GCA_031324325.1,25.1,JAVIVM010000009.1,0,85046,True,['NRPS'],85046,BGC0000367,gramicidin,NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_031324325.1/JAVIVM010000009.1.region001.gbk
JAVIVM010000009.1.region002,GCA_031324325.1,25.2,JAVIVM010000009.1,144930,168512,False,['LAP'],23582,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324325.1/JAVIVM010000009.1.region002.gbk
CP126084.1.region001,GCA_030122845.1,1.1,CP126084.1,39121,82386,False,['NRPS-like'],43265,BGC0002362,loseolamycin A1/loseolamycin A2,Polyketide,0.08,bgcflow,data/interim/antismash/7.0.0/GCA_030122845.1/CP126084.1.region001.gbk
CP126084.1.region002,GCA_030122845.1,1.2,CP126084.1,249906,271805,False,['terpene'],21899,BGC0001114,thailanstatin A,NRP+Polyketide,0.1,bgcflow,data/interim/antismash/7.0.0/GCA_030122845.1/CP126084.1.region002.gbk
CP126084.1.region003,GCA_030122845.1,1.3,CP126084.1,516058,592460,False,"['transAT-PKS', 'NRPS']",76402,BGC0000403,pelgipeptin,NRP,0.25,bgcflow,data/interim/antismash/7.0.0/GCA_030122845.1/CP126084.1.region003.gbk
CP126084.1.region004,GCA_030122845.1,1.4,CP126084.1,2019265,2079596,False,"['thiopeptide', 'LAP']",60331,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122845.1/CP126084.1.region004.gbk
CP126084.1.region005,GCA_030122845.1,1.5,CP126084.1,2208274,2281415,False,"['lanthipeptide-class-iii', 'NRP-metallophore', 'NRPS']",73141,BGC0000309,bacillibactin,NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030122845.1/CP126084.1.region005.gbk
CP126084.1.region006,GCA_030122845.1,1.6,CP126084.1,2722463,2763618,False,['T3PKS'],41155,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122845.1/CP126084.1.region006.gbk
CP126084.1.region007,GCA_030122845.1,1.7,CP126084.1,3017409,3038050,False,['cyclic-lactone-autoinducer'],20641,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122845.1/CP126084.1.region007.gbk
CP126084.1.region008,GCA_030122845.1,1.8,CP126084.1,3756169,3778898,False,['ranthipeptide'],22729,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122845.1/CP126084.1.region008.gbk
CP126084.1.region009,GCA_030122845.1,1.9,CP126084.1,4209386,4229632,False,['proteusin'],20246,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122845.1/CP126084.1.region009.gbk
CP126084.1.region010,GCA_030122845.1,1.10,CP126084.1,4515005,4529812,False,['RiPP-like'],14807,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122845.1/CP126084.1.region010.gbk
CP126084.1.region011,GCA_030122845.1,1.11,CP126084.1,5193424,5202396,False,['RiPP-like'],8972,BGC0001728,paenilipoheptin,NRP+Polyketide,0.07692307692307693,bgcflow,data/interim/antismash/7.0.0/GCA_030122845.1/CP126084.1.region011.gbk
CP126084.1.region012,GCA_030122845.1,1.12,CP126084.1,5257344,5267566,False,['RiPP-like'],10222,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122845.1/CP126084.1.region012.gbk
JAUCFY010000002.1.region001,GCA_030348285.1,1.1,JAUCFY010000002.1,519557,543040,False,['LAP'],23483,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348285.1/JAUCFY010000002.1.region001.gbk
JAUCFY010000002.1.region002,GCA_030348285.1,1.2,JAUCFY010000002.1,1569324,1584799,False,['NI-siderophore'],15475,BGC0002683,schizokinen,Other,0.6,bgcflow,data/interim/antismash/7.0.0/GCA_030348285.1/JAUCFY010000002.1.region002.gbk
JAUCFY010000002.1.region003,GCA_030348285.1,1.3,JAUCFY010000002.1,2293283,2312952,False,['terpene'],19669,BGC0002432,laterocidine,NRP,0.05555555555555555,bgcflow,data/interim/antismash/7.0.0/GCA_030348285.1/JAUCFY010000002.1.region003.gbk
JAUCFY010000002.1.region004,GCA_030348285.1,1.4,JAUCFY010000002.1,2735478,2776567,False,['T3PKS'],41089,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348285.1/JAUCFY010000002.1.region004.gbk
JAUCFY010000002.1.region005,GCA_030348285.1,1.5,JAUCFY010000002.1,3015442,3037275,False,['terpene'],21833,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348285.1/JAUCFY010000002.1.region005.gbk
JAUCFE010000008.1.region001,GCA_030348595.1,1.1,JAUCFE010000008.1,402274,443693,False,['other'],41419,BGC0001184,bacilysin,Other,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348595.1/JAUCFE010000008.1.region001.gbk
JAUCFE010000008.1.region002,GCA_030348595.1,1.2,JAUCFE010000008.1,450476,472088,False,['sactipeptide'],21612,BGC0000602,subtilosin A,RiPP:Thiopeptide,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348595.1/JAUCFE010000008.1.region002.gbk
JAUCFE010000008.1.region003,GCA_030348595.1,1.3,JAUCFE010000008.1,694011,714758,False,['CDPS'],20747,BGC0002103,pulcherriminic acid,Other,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348595.1/JAUCFE010000008.1.region003.gbk
JAUCFE010000008.1.region004,GCA_030348595.1,1.4,JAUCFE010000008.1,994494,1046284,False,"['NRP-metallophore', 'NRPS']",51790,BGC0000309,bacillibactin,NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348595.1/JAUCFE010000008.1.region004.gbk
JAUCFE010000008.1.region005,GCA_030348595.1,1.5,JAUCFE010000008.1,1983909,2024798,False,['T3PKS'],40889,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348595.1/JAUCFE010000008.1.region005.gbk
JAUCFE010000008.1.region006,GCA_030348595.1,1.6,JAUCFE010000008.1,2206901,2227763,False,['terpene'],20862,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348595.1/JAUCFE010000008.1.region006.gbk
JAUCFE010000008.1.region007,GCA_030348595.1,1.7,JAUCFE010000008.1,2301362,2378331,False,"['NRPS', 'betalactone']",76969,BGC0001095,fengycin,NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348595.1/JAUCFE010000008.1.region007.gbk
JAUCFE010000008.1.region008,GCA_030348595.1,1.8,JAUCFE010000008.1,2472582,2577849,False,"['NRPS', 'transAT-PKS', 'T3PKS', 'PKS-like']",105267,BGC0001089,bacillaene,Polyketide+NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348595.1/JAUCFE010000008.1.region008.gbk
JAUCFE010000008.1.region009,GCA_030348595.1,1.9,JAUCFE010000008.1,3170979,3191783,False,['terpene'],20804,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348595.1/JAUCFE010000008.1.region009.gbk
JAUCFE010000008.1.region010,GCA_030348595.1,1.10,JAUCFE010000008.1,3899274,3964663,False,['NRPS'],65389,BGC0000433,surfactin,NRP:Lipopeptide,0.8260869565217391,bgcflow,data/interim/antismash/7.0.0/GCA_030348595.1/JAUCFE010000008.1.region010.gbk
JAUCFE010000008.1.region011,GCA_030348595.1,1.11,JAUCFE010000008.1,4090865,4115323,False,['lanthipeptide-class-i'],24458,BGC0000560,subtilomycin,RiPP:Lanthipeptide,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348595.1/JAUCFE010000008.1.region011.gbk
CP126590.1.region001,GCA_030179875.1,1.1,CP126590.1,400165,442294,False,['NRPS-like'],42129,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030179875.1/CP126590.1.region001.gbk
CP126590.1.region002,GCA_030179875.1,1.2,CP126590.1,1205199,1228706,False,['LAP'],23507,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030179875.1/CP126590.1.region002.gbk
CP126590.1.region003,GCA_030179875.1,1.3,CP126590.1,1828259,1841967,False,['NI-siderophore'],13708,BGC0000942,petrobactin,Other,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030179875.1/CP126590.1.region003.gbk
CP126590.1.region004,GCA_030179875.1,1.4,CP126590.1,2125549,2177298,False,"['NRP-metallophore', 'NRPS']",51749,BGC0000309,bacillibactin,NRP,0.8571428571428571,bgcflow,data/interim/antismash/7.0.0/GCA_030179875.1/CP126590.1.region004.gbk
CP126590.1.region005,GCA_030179875.1,1.5,CP126590.1,2316515,2380585,False,['NRPS'],64070,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030179875.1/CP126590.1.region005.gbk
CP126590.1.region006,GCA_030179875.1,1.6,CP126590.1,2411961,2437200,False,['betalactone'],25239,BGC0001095,fengycin,NRP,0.4,bgcflow,data/interim/antismash/7.0.0/GCA_030179875.1/CP126590.1.region006.gbk
CP126590.1.region007,GCA_030179875.1,1.7,CP126590.1,2491302,2500850,False,['RiPP-like'],9548,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030179875.1/CP126590.1.region007.gbk
CP126590.1.region008,GCA_030179875.1,1.8,CP126590.1,2565403,2575652,False,['RiPP-like'],10249,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030179875.1/CP126590.1.region008.gbk
CP126590.1.region009,GCA_030179875.1,1.9,CP126590.1,2591174,2638191,False,['NRPS'],47017,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030179875.1/CP126590.1.region009.gbk
CP126590.1.region010,GCA_030179875.1,1.10,CP126590.1,3395422,3417276,False,['terpene'],21854,BGC0000916,molybdenum cofactor,Other,0.17647058823529413,bgcflow,data/interim/antismash/7.0.0/GCA_030179875.1/CP126590.1.region010.gbk
CP126592.1.region001,GCA_030179875.1,2.1,CP126592.1,20628,128889,False,"['lanthipeptide-class-ii', 'NRPS', 'T1PKS']",108261,BGC0001059,zwittermicin A,NRP+Polyketide,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030179875.1/CP126592.1.region001.gbk
CP126592.1.region002,GCA_030179875.1,2.2,CP126592.1,255319,279713,False,['lanthipeptide-class-i'],24394,BGC0000560,subtilomycin,RiPP:Lanthipeptide,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030179875.1/CP126592.1.region002.gbk
CP126592.1.region003,GCA_030179875.1,2.3,CP126592.1,284223,305216,False,['furan'],20993,BGC0000914,methylenomycin A,Other,0.14285714285714285,bgcflow,data/interim/antismash/7.0.0/GCA_030179875.1/CP126592.1.region003.gbk
CP126086.1.region001,GCA_030122945.1,1.1,CP126086.1,185566,227208,False,['NRPS-like'],41642,BGC0000601,sporulation killing factor,RiPP:Head-to-tailcyclized peptide,0.5714285714285714,bgcflow,data/interim/antismash/7.0.0/GCA_030122945.1/CP126086.1.region001.gbk
CP126086.1.region002,GCA_030122945.1,1.2,CP126086.1,367210,450936,False,['NRPS'],83726,BGC0000381,lichenysin,NRP,0.8571428571428571,bgcflow,data/interim/antismash/7.0.0/GCA_030122945.1/CP126086.1.region002.gbk
CP126086.1.region003,GCA_030122945.1,1.3,CP126086.1,916554,937460,False,['RRE-containing'],20906,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122945.1/CP126086.1.region003.gbk
CP126086.1.region004,GCA_030122945.1,1.4,CP126086.1,1086414,1114950,False,"['terpene', 'NI-siderophore']",28536,BGC0002683,schizokinen,Other,0.6,bgcflow,data/interim/antismash/7.0.0/GCA_030122945.1/CP126086.1.region004.gbk
CP126086.1.region005,GCA_030122945.1,1.5,CP126086.1,1834309,1861970,False,['betalactone'],27661,BGC0001095,fengycin,NRP,0.5333333333333333,bgcflow,data/interim/antismash/7.0.0/GCA_030122945.1/CP126086.1.region005.gbk
CP126086.1.region006,GCA_030122945.1,1.6,CP126086.1,1929956,1951834,False,['terpene'],21878,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122945.1/CP126086.1.region006.gbk
CP126086.1.region007,GCA_030122945.1,1.7,CP126086.1,1991606,2032704,False,['T3PKS'],41098,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122945.1/CP126086.1.region007.gbk
CP126086.1.region008,GCA_030122945.1,1.8,CP126086.1,2342253,2352580,False,['RiPP-like'],10327,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122945.1/CP126086.1.region008.gbk
CP126086.1.region009,GCA_030122945.1,1.9,CP126086.1,2493427,2525680,False,['betalactone'],32253,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122945.1/CP126086.1.region009.gbk
CP126086.1.region010,GCA_030122945.1,1.10,CP126086.1,3453639,3495061,False,['other'],41422,BGC0001184,bacilysin,Other,0.8571428571428571,bgcflow,data/interim/antismash/7.0.0/GCA_030122945.1/CP126086.1.region010.gbk
JAVIVW010000001.1.region001,GCA_031324165.1,1.1,JAVIVW010000001.1,297510,319397,False,['terpene'],21887,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324165.1/JAVIVW010000001.1.region001.gbk
JAVIVW010000001.1.region002,GCA_031324165.1,1.2,JAVIVW010000001.1,1074109,1097646,False,['LAP'],23537,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324165.1/JAVIVW010000001.1.region002.gbk
JAVIVW010000001.1.region003,GCA_031324165.1,1.3,JAVIVW010000001.1,1521427,1543575,False,['redox-cofactor'],22148,BGC0001100,lankacidin C,NRP+Polyketide,0.13333333333333333,bgcflow,data/interim/antismash/7.0.0/GCA_031324165.1/JAVIVW010000001.1.region003.gbk
JAVIVW010000015.1.region001,GCA_031324165.1,2.1,JAVIVW010000015.1,68726,109815,False,['T3PKS'],41089,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324165.1/JAVIVW010000015.1.region001.gbk
JAVIVW010000015.1.region002,GCA_031324165.1,2.2,JAVIVW010000015.1,1934829,1955672,False,['terpene'],20843,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324165.1/JAVIVW010000015.1.region002.gbk
JAVIVW010000002.1.region001,GCA_031324165.1,3.1,JAVIVW010000002.1,16893,37369,False,['terpene'],20476,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324165.1/JAVIVW010000002.1.region001.gbk
JAVIVW010000002.1.region002,GCA_031324165.1,3.2,JAVIVW010000002.1,232382,253195,False,['terpene'],20813,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324165.1/JAVIVW010000002.1.region002.gbk
JAUCFM010000004.1.region001,GCA_030348465.1,1.1,JAUCFM010000004.1,144207,209202,False,['NRPS'],64995,BGC0000433,surfactin,NRP:Lipopeptide,0.8260869565217391,bgcflow,data/interim/antismash/7.0.0/GCA_030348465.1/JAUCFM010000004.1.region001.gbk
JAUCFM010000004.1.region002,GCA_030348465.1,1.2,JAUCFM010000004.1,460265,472407,False,['phosphonate'],12142,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348465.1/JAUCFM010000004.1.region002.gbk
JAUCFM010000004.1.region003,GCA_030348465.1,1.3,JAUCFM010000004.1,770367,811612,False,['PKS-like'],41245,BGC0000693,butirosin A/butirosin B,Saccharide,0.07692307692307693,bgcflow,data/interim/antismash/7.0.0/GCA_030348465.1/JAUCFM010000004.1.region003.gbk
JAUCFM010000004.1.region004,GCA_030348465.1,1.4,JAUCFM010000004.1,897202,914470,False,['terpene'],17268,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348465.1/JAUCFM010000004.1.region004.gbk
JAUCFM010000004.1.region005,GCA_030348465.1,1.5,JAUCFM010000004.1,1222793,1310623,False,['transAT-PKS'],87830,BGC0000181,macrolactin H,Polyketide,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348465.1/JAUCFM010000004.1.region005.gbk
JAUCFM010000004.1.region006,GCA_030348465.1,1.6,JAUCFM010000004.1,1531542,1632231,False,"['transAT-PKS', 'T3PKS', 'NRPS']",100689,BGC0001089,bacillaene,Polyketide+NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348465.1/JAUCFM010000004.1.region006.gbk
JAUCFM010000004.1.region007,GCA_030348465.1,1.7,JAUCFM010000004.1,1845894,1980080,False,"['NRPS', 'transAT-PKS', 'betalactone']",134186,BGC0001095,fengycin,NRP,1.0666666666666667,bgcflow,data/interim/antismash/7.0.0/GCA_030348465.1/JAUCFM010000004.1.region007.gbk
JAUCFM010000004.1.region008,GCA_030348465.1,1.8,JAUCFM010000004.1,2049234,2071118,False,['terpene'],21884,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348465.1/JAUCFM010000004.1.region008.gbk
JAUCFM010000004.1.region009,GCA_030348465.1,1.9,JAUCFM010000004.1,2135715,2176816,False,['T3PKS'],41101,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348465.1/JAUCFM010000004.1.region009.gbk
JAUCFM010000004.1.region010,GCA_030348465.1,1.10,JAUCFM010000004.1,2346878,2440665,False,['transAT-PKS'],93787,BGC0000176,difficidin,Polyketide,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348465.1/JAUCFM010000004.1.region010.gbk
JAUCFM010000004.1.region011,GCA_030348465.1,1.11,JAUCFM010000004.1,3062807,3114602,False,"['NRP-metallophore', 'NRPS', 'RiPP-like']",51795,BGC0000309,bacillibactin,NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348465.1/JAUCFM010000004.1.region011.gbk
JAUCFM010000004.1.region012,GCA_030348465.1,1.12,JAUCFM010000004.1,3393033,3461454,False,['NRPS'],68421,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348465.1/JAUCFM010000004.1.region012.gbk
JAUCFM010000004.1.region013,GCA_030348465.1,1.13,JAUCFM010000004.1,3662166,3703585,False,['other'],41419,BGC0001184,bacilysin,Other,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030348465.1/JAUCFM010000004.1.region013.gbk
CP126524.1.region001,GCA_030167035.1,1.1,CP126524.1,404724,448170,False,['NRPS-like'],43446,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030167035.1/CP126524.1.region001.gbk
CP126524.1.region002,GCA_030167035.1,1.2,CP126524.1,1236388,1259895,False,['LAP'],23507,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030167035.1/CP126524.1.region002.gbk
CP126524.1.region003,GCA_030167035.1,1.3,CP126524.1,1913271,1926985,False,['NI-siderophore'],13714,BGC0000942,petrobactin,Other,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030167035.1/CP126524.1.region003.gbk
CP126524.1.region004,GCA_030167035.1,1.4,CP126524.1,2275855,2327602,False,"['NRP-metallophore', 'NRPS']",51747,BGC0000309,bacillibactin,NRP,0.8571428571428571,bgcflow,data/interim/antismash/7.0.0/GCA_030167035.1/CP126524.1.region004.gbk
CP126524.1.region005,GCA_030167035.1,1.5,CP126524.1,2469155,2494394,False,['betalactone'],25239,BGC0001095,fengycin,NRP,0.4,bgcflow,data/interim/antismash/7.0.0/GCA_030167035.1/CP126524.1.region005.gbk
CP126524.1.region006,GCA_030167035.1,1.6,CP126524.1,2555103,2564064,False,['RiPP-like'],8961,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030167035.1/CP126524.1.region006.gbk
CP126524.1.region007,GCA_030167035.1,1.7,CP126524.1,2640270,2650537,False,['RiPP-like'],10267,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030167035.1/CP126524.1.region007.gbk
CP126524.1.region008,GCA_030167035.1,1.8,CP126524.1,2668018,2715029,False,['NRPS'],47011,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030167035.1/CP126524.1.region008.gbk
CP126524.1.region009,GCA_030167035.1,1.9,CP126524.1,3439728,3461582,False,['terpene'],21854,BGC0000916,molybdenum cofactor,Other,0.17647058823529413,bgcflow,data/interim/antismash/7.0.0/GCA_030167035.1/CP126524.1.region009.gbk
CP126524.1.region010,GCA_030167035.1,1.10,CP126524.1,3569166,3593074,False,['lassopeptide'],23908,BGC0001356,paeninodin,RiPP,0.8,bgcflow,data/interim/antismash/7.0.0/GCA_030167035.1/CP126524.1.region010.gbk
CP126522.1.region001,GCA_030167035.1,2.1,CP126522.1,222793,233081,False,['RiPP-like'],10288,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030167035.1/CP126522.1.region001.gbk
CP126523.1.region001,GCA_030167035.1,3.1,CP126523.1,22150,44979,True,['lanthipeptide-class-ii'],22829,BGC0000626,thuricin,RiPP,1.1666666666666667,bgcflow,data/interim/antismash/7.0.0/GCA_030167035.1/CP126523.1.region001.gbk
JAVIVX010000001.1.region001,GCA_031324125.1,1.1,JAVIVX010000001.1,576074,615452,False,"['ranthipeptide', 'LAP']",39378,BGC0001595,fischerindole,Alkaloid,0.08695652173913043,bgcflow,data/interim/antismash/7.0.0/GCA_031324125.1/JAVIVX010000001.1.region001.gbk
JAVIVX010000001.1.region002,GCA_031324125.1,1.2,JAVIVX010000001.1,1605753,1671005,False,['NRPS'],65252,BGC0002625,desmamide A/desmamide B/desmamide C,NRP+Polyketide,0.18181818181818182,bgcflow,data/interim/antismash/7.0.0/GCA_031324125.1/JAVIVX010000001.1.region002.gbk
JAVIVX010000001.1.region003,GCA_031324125.1,1.3,JAVIVX010000001.1,1671707,1723507,False,"['NRP-metallophore', 'NRPS']",51800,BGC0000309,bacillibactin,NRP,0.8571428571428571,bgcflow,data/interim/antismash/7.0.0/GCA_031324125.1/JAVIVX010000001.1.region003.gbk
