bgc_id,product,bigscape_class,genome_id,accn_id,gcf_0.50,gcf_0.30,gcf_0.40,Clan Number,fam_id_0.30,fam_type_0.30,fam_known_compounds_0.30,fam_id_0.40,fam_type_0.40,fam_known_compounds_0.40
CP126107.1.region003,terpene,Terpene,GCA_030123365.1,CP126107.1,2783,2783,2783,2488,54,unknown_family,u_Terpene_54,38,unknown_family,u_Terpene_38
CP126093.1.region005,NI-siderophore,Others,GCA_030123065.1,CP126093.1,2681,3203,3203,794,99,unknown_family,u_Others_99,91,unknown_family,u_Others_91
CP126093.1.region001,betalactone,Others,GCA_030123065.1,CP126093.1,2834,2651,2651,794,67,unknown_family,u_Others_67,66,unknown_family,u_Others_66
CP126093.1.region006,RiPP-like,RiPPs,GCA_030123065.1,CP126093.1,2839,2839,2839,2582,71,unknown_family,u_RiPPs_71,70,unknown_family,u_RiPPs_70
CP126093.1.region002,LAP,RiPPs,GCA_030123065.1,CP126093.1,2652,2652,2652,2582,231,unknown_family,u_RiPPs_231,206,unknown_family,u_RiPPs_206
CP126093.1.region003,terpene,Terpene,GCA_030123065.1,CP126093.1,2783,2783,2783,2488,54,unknown_family,u_Terpene_54,38,unknown_family,u_Terpene_38
CP126093.1.region004,T3PKS,PKSother,GCA_030123065.1,CP126093.1,2812,2838,2654,,93,unknown_family,u_PKSother_93,37,unknown_family,u_PKSother_37
CP128107.1.region007,terpene,Terpene,GCA_030291955.1,CP128107.1,3326,3326,3326,3326,2,unknown_family,u_Terpene_2,5,unknown_family,u_Terpene_5
CP128105.1.region001,RiPP-like,RiPPs,GCA_030291955.1,CP128105.1,3260,2952,3260,2582,109,unknown_family,u_RiPPs_109,51,unknown_family,u_RiPPs_51
CP128107.1.region001,LAP,RiPPs,GCA_030291955.1,CP128107.1,3433,3433,3433,3065,4,unknown_family,u_RiPPs_4,8,unknown_family,u_RiPPs_8
CP128107.1.region002,NI-siderophore,Others,GCA_030291955.1,CP128107.1,3322,3322,3322,3322,3,known_family,petrobactin,7,known_family,petrobactin
CP128107.1.region003,NRP-metallophore.NRPS,Others,GCA_030291955.1,CP128107.1,3067,3067,3067,794,6,unknown_family,u_Others_6,2,unknown_family,u_Others_2
CP128107.1.region005,betalactone,Others,GCA_030291955.1,CP128107.1,3563,2937,3563,2937,1,unknown_family,u_Others_1,1,known_family,fengycin
CP128107.1.region004,RiPP-like,RiPPs,GCA_030291955.1,CP128107.1,2975,2975,2975,2582,46,unknown_family,u_RiPPs_46,42,unknown_family,u_RiPPs_42
CP128107.1.region008,lassopeptide,RiPPs,GCA_030291955.1,CP128107.1,3558,3259,3259,3259,35,unknown_family,u_RiPPs_35,29,unknown_family,u_RiPPs_29
CP128107.1.region006,RiPP-like,RiPPs,GCA_030291955.1,CP128107.1,3057,3057,3057,2582,5,unknown_family,u_RiPPs_5,9,unknown_family,u_RiPPs_9
JAVIVU010000001.1.region009,other,Others,GCA_031324185.1,JAVIVU010000001.1,3317,3317,3317,3317,8,known_family,bacilysin;bacilysin,10,known_family,bacilysin;bacilysin
JAVIVU010000001.1.region001,terpene,Terpene,GCA_031324185.1,JAVIVU010000001.1,3099,3099,3099,3099,23,unknown_family,u_Terpene_23,20,unknown_family,u_Terpene_20
JAVIVU010000011.1.region001,NRPS,NRPS,GCA_031324185.1,JAVIVU010000011.1,2550,2550,2550,,9,known_family,surfactin,11,known_family,surfactin
JAVIVU010000001.1.region008,sactipeptide,RiPPs,GCA_031324185.1,JAVIVU010000001.1,3199,3199,3199,3199,19,known_family,subtilosin A,18,known_family,subtilosin A
JAVIVU010000001.1.region002,transAT-PKS.PKS-like.T3PKS.NRPS,PKS-NRP_Hybrids,GCA_031324185.1,JAVIVU010000001.1,2553,2553,2553,2553,10,known_family,bacillaene,12,known_family,bacillaene
JAVIVU010000001.1.region007,CDPS,NRPS,GCA_031324185.1,JAVIVU010000001.1,2559,2559,2559,,32,known_family,pulcherriminic acid,27,known_family,pulcherriminic acid
JAVIVU010000001.1.region010,RRE-containing,RiPPs,GCA_031324185.1,JAVIVU010000001.1,3318,3318,3318,2582,82,unknown_family,u_RiPPs_82,80,unknown_family,u_RiPPs_80
JAVIVU010000001.1.region006,NRP-metallophore.NRPS,Others,GCA_031324185.1,JAVIVU010000001.1,3314,3197,3197,794,11,unknown_family,u_Others_11,2,unknown_family,u_Others_2
JAVIVU010000001.1.region004,terpene,Terpene,GCA_031324185.1,JAVIVU010000001.1,3311,2555,3311,3538,7,unknown_family,u_Terpene_7,6,unknown_family,u_Terpene_6
JAVIVU010000001.1.region003,betalactone.NRPS,Others,GCA_031324185.1,JAVIVU010000001.1,2554,3101,2554,794,20,unknown_family,u_Others_20,1,known_family,fengycin
JAVIVU010000001.1.region005,T3PKS,PKSother,GCA_031324185.1,JAVIVU010000001.1,3195,3103,3195,,22,unknown_family,u_PKSother_22,4,unknown_family,u_PKSother_4
JAUCFV010000005.1.region001,betalactone,Others,GCA_030348255.1,JAUCFV010000005.1,3576,2589,3576,794,27,unknown_family,u_Others_27,1,known_family,fengycin
JAUCFV010000005.1.region006,other,Others,GCA_030348255.1,JAUCFV010000005.1,2534,2871,2871,794,42,unknown_family,u_Others_42,34,unknown_family,u_Others_34
JAUCFV010000005.1.region012,NI-siderophore.terpene,Others,GCA_030348255.1,JAUCFV010000005.1,2681,2527,2681,794,28,unknown_family,u_Others_28,3,unknown_family,u_Others_3
JAUCFV010000005.1.region008,NRP-metallophore.NRPS,Others,GCA_030348255.1,JAUCFV010000005.1,2535,2969,2969,794,38,unknown_family,u_Others_38,31,unknown_family,u_Others_31
JAUCFV010000005.1.region005,betalactone,Others,GCA_030348255.1,JAUCFV010000005.1,3231,3231,3231,794,34,unknown_family,u_Others_34,28,unknown_family,u_Others_28
JAUCFV010000005.1.region007,RiPP-like,RiPPs,GCA_030348255.1,JAUCFV010000005.1,2687,2687,2687,2582,76,unknown_family,u_RiPPs_76,74,unknown_family,u_RiPPs_74
JAUCFV010000005.1.region010,NRPS,NRPS,GCA_030348255.1,JAUCFV010000005.1,2620,2620,2620,,30,unknown_family,u_NRPS_30,25,unknown_family,u_NRPS_25
JAUCFV010000005.1.region002,terpene,Terpene,GCA_030348255.1,JAUCFV010000005.1,2683,2590,2683,2488,36,unknown_family,u_Terpene_36,6,unknown_family,u_Terpene_6
JAUCFV010000005.1.region003,T3PKS,PKSother,GCA_030348255.1,JAUCFV010000005.1,2684,2591,2684,,33,unknown_family,u_PKSother_33,4,unknown_family,u_PKSother_4
JAUCFV010000005.1.region009,NRPS-like,NRPS,GCA_030348255.1,JAUCFV010000005.1,3578,3578,3578,,53,unknown_family,u_NRPS_53,48,unknown_family,u_NRPS_48
JAUCFV010000005.1.region011,RRE-containing,RiPPs,GCA_030348255.1,JAUCFV010000005.1,2963,2963,2963,2963,29,unknown_family,u_RiPPs_29,24,unknown_family,u_RiPPs_24
JAUCFV010000005.1.region004,RiPP-like,RiPPs,GCA_030348255.1,JAUCFV010000005.1,2685,2685,2685,2582,43,unknown_family,u_RiPPs_43,35,unknown_family,u_RiPPs_35
CP126089.1.region007,terpene,Terpene,GCA_030122925.1,CP126089.1,2583,2617,2583,2488,17,unknown_family,u_Terpene_17,16,unknown_family,u_Terpene_16
CP126089.1.region004,T3PKS,PKSother,GCA_030122925.1,CP126089.1,3421,3421,3421,,16,unknown_family,u_PKSother_16,15,unknown_family,u_PKSother_15
CP126089.1.region002,NRPS,NRPS,GCA_030122925.1,CP126089.1,3003,3003,3003,,39,unknown_family,u_NRPS_39,32,unknown_family,u_NRPS_32
CP126089.1.region006,LAP,RiPPs,GCA_030122925.1,CP126089.1,3549,3549,3549,2582,14,unknown_family,u_RiPPs_14,14,unknown_family,u_RiPPs_14
CP126089.1.region001,NRPS,NRPS,GCA_030122925.1,CP126089.1,351,351,351,,21,known_family,koranimine,19,known_family,koranimine
CP126089.1.region003,betalactone,Others,GCA_030122925.1,CP126089.1,3422,3422,3422,794,13,unknown_family,u_Others_13,1,known_family,fengycin
CP126089.1.region008,NI-siderophore,Others,GCA_030122925.1,CP126089.1,3556,3415,3556,794,12,unknown_family,u_Others_12,3,unknown_family,u_Others_3
CP126089.1.region005,terpene,Terpene,GCA_030122925.1,CP126089.1,3551,3551,3551,2488,18,unknown_family,u_Terpene_18,17,unknown_family,u_Terpene_17
JAVIVM010000009.1.region002,LAP,RiPPs,GCA_031324325.1,JAVIVM010000009.1,3520,3520,3520,2582,203,unknown_family,u_RiPPs_203,182,unknown_family,u_RiPPs_182
JAVIVM010000007.1.region001,T1PKS.transAT-PKS.NRPS-like.NRPS,PKS-NRP_Hybrids,GCA_031324325.1,JAVIVM010000007.1,2496,2496,2496,1023,138,unknown_family,u_PKS-NRP_Hybrids_138,126,unknown_family,u_PKS-NRP_Hybrids_126
JAVIVM010000001.1.region001,cyclic-lactone-autoinducer,RiPPs,GCA_031324325.1,JAVIVM010000001.1,2501,2501,2501,2582,123,unknown_family,u_RiPPs_123,112,unknown_family,u_RiPPs_112
JAVIVM010000002.1.region002,RiPP-like,RiPPs,GCA_031324325.1,JAVIVM010000002.1,3513,3513,3513,2582,115,unknown_family,u_RiPPs_115,107,unknown_family,u_RiPPs_107
JAVIVM010000003.1.region001,RRE-containing,RiPPs,GCA_031324325.1,JAVIVM010000003.1,3516,3516,3516,2582,240,unknown_family,u_RiPPs_240,213,unknown_family,u_RiPPs_213
JAVIVM010000002.1.region001,NRP-metallophore.NRPS,Others,GCA_031324325.1,JAVIVM010000002.1,3512,3512,3512,794,186,unknown_family,u_Others_186,167,unknown_family,u_Others_167
JAVIVM010000005.1.region001,opine-like-metallophore,Others,GCA_031324325.1,JAVIVM010000005.1,2493,3517,3517,794,146,unknown_family,u_Others_146,68,known_family,bacillopaline
JAVIVM010000002.1.region003,terpene,Terpene,GCA_031324325.1,JAVIVM010000002.1,3514,3514,3514,2488,134,unknown_family,u_Terpene_134,123,unknown_family,u_Terpene_123
JAVIVM010000011.1.region001,NRPS,NRPS,GCA_031324325.1,JAVIVM010000011.1,3521,3521,3521,,309,unknown_family,u_NRPS_309,269,unknown_family,u_NRPS_269
JAVIVM010000002.1.region004,T3PKS,PKSother,GCA_031324325.1,JAVIVM010000002.1,2497,2497,2497,,133,unknown_family,u_PKSother_133,122,unknown_family,u_PKSother_122
JAVIVM010000009.1.region001,NRPS,NRPS,GCA_031324325.1,JAVIVM010000009.1,342,3519,342,,297,unknown_family,u_NRPS_297,120,known_family,gramicidin
CP126084.1.region006,T3PKS,PKSother,GCA_030122845.1,CP126084.1,2569,2569,2569,,329,unknown_family,u_PKSother_329,286,unknown_family,u_PKSother_286
CP126084.1.region003,transAT-PKS.NRPS,PKS-NRP_Hybrids,GCA_030122845.1,CP126084.1,2566,2566,2566,1023,372,unknown_family,u_PKS-NRP_Hybrids_372,326,unknown_family,u_PKS-NRP_Hybrids_326
CP126084.1.region005,NRP-metallophore.lanthipeptide-class-iii.NRPS,Others,GCA_030122845.1,CP126084.1,2568,2568,2568,794,161,unknown_family,u_Others_161,148,unknown_family,u_Others_148
CP126084.1.region007,cyclic-lactone-autoinducer,RiPPs,GCA_030122845.1,CP126084.1,2570,2570,2570,2582,258,unknown_family,u_RiPPs_258,228,unknown_family,u_RiPPs_228
CP126084.1.region010,RiPP-like,RiPPs,GCA_030122845.1,CP126084.1,2573,2573,2573,2582,212,unknown_family,u_RiPPs_212,190,unknown_family,u_RiPPs_190
CP126084.1.region008,ranthipeptide,RiPPs,GCA_030122845.1,CP126084.1,2571,2571,2571,2582,284,unknown_family,u_RiPPs_284,249,unknown_family,u_RiPPs_249
CP126084.1.region004,LAP.thiopeptide,RiPPs,GCA_030122845.1,CP126084.1,2567,2567,2567,2582,223,unknown_family,u_RiPPs_223,200,unknown_family,u_RiPPs_200
CP126084.1.region011,RiPP-like,RiPPs,GCA_030122845.1,CP126084.1,2574,2574,2574,2582,213,unknown_family,u_RiPPs_213,191,unknown_family,u_RiPPs_191
CP126084.1.region009,proteusin,RiPPs,GCA_030122845.1,CP126084.1,2572,2572,2572,2582,208,unknown_family,u_RiPPs_208,187,unknown_family,u_RiPPs_187
CP126084.1.region001,NRPS-like,NRPS,GCA_030122845.1,CP126084.1,2564,2564,2564,,306,unknown_family,u_NRPS_306,266,unknown_family,u_NRPS_266
CP126084.1.region002,terpene,Terpene,GCA_030122845.1,CP126084.1,2565,2565,2565,2488,351,unknown_family,u_Terpene_351,305,unknown_family,u_Terpene_305
CP126084.1.region012,RiPP-like,RiPPs,GCA_030122845.1,CP126084.1,2575,2575,2575,2582,276,unknown_family,u_RiPPs_276,243,unknown_family,u_RiPPs_243
JAUCFY010000002.1.region004,T3PKS,PKSother,GCA_030348285.1,JAUCFY010000002.1,3495,3495,3495,,63,unknown_family,u_PKSother_63,63,unknown_family,u_PKSother_63
JAUCFY010000002.1.region005,terpene,Terpene,GCA_030348285.1,JAUCFY010000002.1,3182,3182,3182,2488,94,unknown_family,u_Terpene_94,86,unknown_family,u_Terpene_86
JAUCFY010000002.1.region002,NI-siderophore,Others,GCA_030348285.1,JAUCFY010000002.1,3179,3493,2681,794,66,unknown_family,u_Others_66,3,unknown_family,u_Others_3
JAUCFY010000002.1.region003,terpene,Terpene,GCA_030348285.1,JAUCFY010000002.1,3494,3494,3494,2488,96,unknown_family,u_Terpene_96,88,unknown_family,u_Terpene_88
JAUCFY010000002.1.region001,LAP,RiPPs,GCA_030348285.1,JAUCFY010000002.1,3492,3492,3492,2582,194,unknown_family,u_RiPPs_194,81,unknown_family,u_RiPPs_81
JAUCFE010000008.1.region010,NRPS,NRPS,GCA_030348595.1,JAUCFE010000008.1,2550,2550,2550,,9,known_family,surfactin,11,known_family,surfactin
JAUCFE010000008.1.region001,other,Others,GCA_030348595.1,JAUCFE010000008.1,3317,3317,3317,3317,8,known_family,bacilysin;bacilysin,10,known_family,bacilysin;bacilysin
JAUCFE010000008.1.region002,sactipeptide,RiPPs,GCA_030348595.1,JAUCFE010000008.1,3199,3199,3199,3199,19,known_family,subtilosin A,18,known_family,subtilosin A
JAUCFE010000008.1.region003,CDPS,NRPS,GCA_030348595.1,JAUCFE010000008.1,2559,2559,2559,,32,known_family,pulcherriminic acid,27,known_family,pulcherriminic acid
JAUCFE010000008.1.region011,lanthipeptide-class-i,RiPPs,GCA_030348595.1,JAUCFE010000008.1,3305,521,3305,2582,112,known_family,subtilomycin,47,known_family,sporulation killing factor;subtilomycin
JAUCFE010000008.1.region007,betalactone.NRPS,Others,GCA_030348595.1,JAUCFE010000008.1,2554,3101,2554,794,20,unknown_family,u_Others_20,1,known_family,fengycin
JAUCFE010000008.1.region009,terpene,Terpene,GCA_030348595.1,JAUCFE010000008.1,3099,3099,3099,3099,23,unknown_family,u_Terpene_23,20,unknown_family,u_Terpene_20
JAUCFE010000008.1.region004,NRP-metallophore.NRPS,Others,GCA_030348595.1,JAUCFE010000008.1,3314,3197,3197,794,11,unknown_family,u_Others_11,2,unknown_family,u_Others_2
JAUCFE010000008.1.region006,terpene,Terpene,GCA_030348595.1,JAUCFE010000008.1,3311,2555,3311,3538,7,unknown_family,u_Terpene_7,6,unknown_family,u_Terpene_6
JAUCFE010000008.1.region008,transAT-PKS.PKS-like.T3PKS.NRPS,PKS-NRP_Hybrids,GCA_030348595.1,JAUCFE010000008.1,2553,2553,2553,2553,10,known_family,bacillaene,12,known_family,bacillaene
JAUCFE010000008.1.region005,T3PKS,PKSother,GCA_030348595.1,JAUCFE010000008.1,3195,3103,3195,,22,unknown_family,u_PKSother_22,4,unknown_family,u_PKSother_4
CP126590.1.region009,NRPS,NRPS,GCA_030179875.1,CP126590.1,2940,2940,2940,,15,unknown_family,u_NRPS_15,13,unknown_family,u_NRPS_13
CP126590.1.region008,RiPP-like,RiPPs,GCA_030179875.1,CP126590.1,2939,2939,2939,2582,5,unknown_family,u_RiPPs_5,9,unknown_family,u_RiPPs_9
CP126590.1.region001,NRPS-like,NRPS,GCA_030179875.1,CP126590.1,3135,3135,3135,,37,unknown_family,u_NRPS_37,30,unknown_family,u_NRPS_30
CP126592.1.region002,lanthipeptide-class-i,RiPPs,GCA_030179875.1,CP126592.1,2917,2917,2917,2582,262,unknown_family,u_RiPPs_262,232,unknown_family,u_RiPPs_232
CP126590.1.region010,terpene,Terpene,GCA_030179875.1,CP126590.1,2941,2941,2941,2941,2,unknown_family,u_Terpene_2,5,unknown_family,u_Terpene_5
CP126590.1.region005,NRPS,NRPS,GCA_030179875.1,CP126590.1,2910,2910,2910,,31,unknown_family,u_NRPS_31,26,unknown_family,u_NRPS_26
CP126590.1.region002,LAP,RiPPs,GCA_030179875.1,CP126590.1,3065,3065,3065,3065,4,unknown_family,u_RiPPs_4,8,unknown_family,u_RiPPs_8
CP126592.1.region003,furan,Others,GCA_030179875.1,CP126592.1,2918,2918,2918,794,180,unknown_family,u_Others_180,161,unknown_family,u_Others_161
CP126590.1.region004,NRP-metallophore.NRPS,Others,GCA_030179875.1,CP126590.1,3067,3067,3067,794,6,unknown_family,u_Others_6,2,unknown_family,u_Others_2
CP126590.1.region006,betalactone,Others,GCA_030179875.1,CP126590.1,3563,2937,3563,2937,1,unknown_family,u_Others_1,1,known_family,fengycin
CP126590.1.region003,NI-siderophore,Others,GCA_030179875.1,CP126590.1,2934,2934,2934,3322,3,known_family,petrobactin,7,known_family,petrobactin
CP126590.1.region007,RiPP-like,RiPPs,GCA_030179875.1,CP126590.1,2938,2938,2938,2582,26,unknown_family,u_RiPPs_26,23,unknown_family,u_RiPPs_23
CP126592.1.region001,T1PKS.lanthipeptide-class-ii.NRPS,Others,GCA_030179875.1,CP126592.1,2920,2920,2920,794,101,unknown_family,u_Others_101,92,unknown_family,u_Others_92
CP126086.1.region002,NRPS,NRPS,GCA_030122945.1,CP126086.1,2620,2620,2620,,30,unknown_family,u_NRPS_30,25,unknown_family,u_NRPS_25
CP126086.1.region010,other,Others,GCA_030122945.1,CP126086.1,2534,2871,2871,794,42,unknown_family,u_Others_42,34,unknown_family,u_Others_34
CP126086.1.region005,betalactone,Others,GCA_030122945.1,CP126086.1,3576,2589,3576,794,27,unknown_family,u_Others_27,1,known_family,fengycin
CP126086.1.region006,terpene,Terpene,GCA_030122945.1,CP126086.1,2683,2590,2683,2488,36,unknown_family,u_Terpene_36,6,unknown_family,u_Terpene_6
CP126086.1.region003,RRE-containing,RiPPs,GCA_030122945.1,CP126086.1,2526,2526,2526,2963,29,unknown_family,u_RiPPs_29,24,unknown_family,u_RiPPs_24
CP126086.1.region008,RiPP-like,RiPPs,GCA_030122945.1,CP126086.1,2685,2685,2685,2582,43,unknown_family,u_RiPPs_43,35,unknown_family,u_RiPPs_35
CP126086.1.region004,NI-siderophore.terpene,Others,GCA_030122945.1,CP126086.1,2681,2527,2681,794,28,unknown_family,u_Others_28,3,unknown_family,u_Others_3
CP126086.1.region001,NRPS-like,NRPS,GCA_030122945.1,CP126086.1,3578,3578,3578,,53,unknown_family,u_NRPS_53,48,unknown_family,u_NRPS_48
CP126086.1.region009,betalactone,Others,GCA_030122945.1,CP126086.1,3231,3231,3231,794,34,unknown_family,u_Others_34,28,unknown_family,u_Others_28
CP126086.1.region007,T3PKS,PKSother,GCA_030122945.1,CP126086.1,2626,2591,2684,,33,unknown_family,u_PKSother_33,4,unknown_family,u_PKSother_4
JAVIVW010000015.1.region002,terpene,Terpene,GCA_031324165.1,JAVIVW010000015.1,3620,3620,3620,2488,345,unknown_family,u_Terpene_345,300,unknown_family,u_Terpene_300
JAVIVW010000015.1.region001,T3PKS,PKSother,GCA_031324165.1,JAVIVW010000015.1,2626,3619,3619,,328,unknown_family,u_PKSother_328,285,unknown_family,u_PKSother_285
JAVIVW010000001.1.region003,redox-cofactor,RiPPs,GCA_031324165.1,JAVIVW010000001.1,3616,3616,3616,2582,281,unknown_family,u_RiPPs_281,247,unknown_family,u_RiPPs_247
JAVIVW010000002.1.region002,terpene,Terpene,GCA_031324165.1,JAVIVW010000002.1,3618,3618,3618,2488,365,unknown_family,u_Terpene_365,319,unknown_family,u_Terpene_319
JAVIVW010000001.1.region002,LAP,RiPPs,GCA_031324165.1,JAVIVW010000001.1,3615,3615,3615,2582,274,unknown_family,u_RiPPs_274,241,unknown_family,u_RiPPs_241
JAVIVW010000002.1.region001,terpene,Terpene,GCA_031324165.1,JAVIVW010000002.1,3617,3617,3617,2488,347,unknown_family,u_Terpene_347,301,unknown_family,u_Terpene_301
JAVIVW010000001.1.region001,terpene,Terpene,GCA_031324165.1,JAVIVW010000001.1,3614,3614,3614,2488,368,unknown_family,u_Terpene_368,322,unknown_family,u_Terpene_322
JAUCFM010000004.1.region002,phosphonate,Others,GCA_030348465.1,JAUCFM010000004.1,3376,3376,3376,794,164,unknown_family,u_Others_164,150,unknown_family,u_Others_150
JAUCFM010000004.1.region009,T3PKS,PKSother,GCA_030348465.1,JAUCFM010000004.1,2765,3480,2765,,48,unknown_family,u_PKSother_48,4,unknown_family,u_PKSother_4
JAUCFM010000004.1.region006,transAT-PKS.T3PKS.NRPS,PKS-NRP_Hybrids,GCA_030348465.1,JAUCFM010000004.1,1023,1023,1023,1023,10,known_family,bacillaene,12,known_family,bacillaene
JAUCFM010000004.1.region011,RiPP-like.NRP-metallophore.NRPS,Others,GCA_030348465.1,JAUCFM010000004.1,3548,3548,3548,794,11,unknown_family,u_Others_11,2,unknown_family,u_Others_2
JAUCFM010000004.1.region004,terpene,Terpene,GCA_030348465.1,JAUCFM010000004.1,3485,3485,3485,2488,50,unknown_family,u_Terpene_50,45,unknown_family,u_Terpene_45
JAUCFM010000004.1.region007,transAT-PKS.betalactone.NRPS,Others,GCA_030348465.1,JAUCFM010000004.1,3539,2750,3539,794,41,known_family,fengycin,1,known_family,fengycin
JAUCFM010000004.1.region003,PKS-like,PKSother,GCA_030348465.1,JAUCFM010000004.1,3486,3486,3486,,49,unknown_family,u_PKSother_49,44,unknown_family,u_PKSother_44
JAUCFM010000004.1.region010,transAT-PKS,PKSother,GCA_030348465.1,JAUCFM010000004.1,3384,3384,3384,,44,known_family,difficidin,36,known_family,difficidin
JAUCFM010000004.1.region001,NRPS,NRPS,GCA_030348465.1,JAUCFM010000004.1,3545,3545,3545,,9,known_family,surfactin,11,known_family,surfactin
JAUCFM010000004.1.region013,other,Others,GCA_030348465.1,JAUCFM010000004.1,1105,1105,1105,3317,8,known_family,bacilysin;bacilysin,10,known_family,bacilysin;bacilysin
JAUCFM010000004.1.region005,transAT-PKS,PKSother,GCA_030348465.1,JAUCFM010000004.1,2748,2748,2748,,40,known_family,macrolactin H;macrolactin B;macrolactin 1c;macrolactin E;macrolactin H,33,known_family,macrolactin H;macrolactin B;macrolactin 1c;macrolactin E;macrolactin H
JAUCFM010000004.1.region008,terpene,Terpene,GCA_030348465.1,JAUCFM010000004.1,3538,3538,3538,3538,7,unknown_family,u_Terpene_7,6,unknown_family,u_Terpene_6
JAUCFM010000004.1.region012,NRPS,NRPS,GCA_030348465.1,JAUCFM010000004.1,3386,3386,3386,,318,unknown_family,u_NRPS_318,277,unknown_family,u_NRPS_277
CP126524.1.region008,NRPS,NRPS,GCA_030167035.1,CP126524.1,2940,2940,2940,,15,unknown_family,u_NRPS_15,13,unknown_family,u_NRPS_13
CP126524.1.region003,NI-siderophore,Others,GCA_030167035.1,CP126524.1,2934,2934,2934,3322,3,known_family,petrobactin,7,known_family,petrobactin
CP126523.1.region001,lanthipeptide-class-ii,RiPPs,GCA_030167035.1,CP126523.1,2874,2874,2874,2582,116,known_family,thuricin,108,known_family,thuricin
CP126524.1.region004,NRP-metallophore.NRPS,Others,GCA_030167035.1,CP126524.1,3067,3067,3067,794,6,unknown_family,u_Others_6,2,unknown_family,u_Others_2
CP126524.1.region010,lassopeptide,RiPPs,GCA_030167035.1,CP126524.1,3558,2894,2894,2894,35,unknown_family,u_RiPPs_35,29,unknown_family,u_RiPPs_29
CP126522.1.region001,RiPP-like,RiPPs,GCA_030167035.1,CP126522.1,3567,3567,3567,2582,58,unknown_family,u_RiPPs_58,52,unknown_family,u_RiPPs_52
CP126524.1.region005,betalactone,Others,GCA_030167035.1,CP126524.1,3563,3563,3563,2937,1,unknown_family,u_Others_1,1,known_family,fengycin
CP126524.1.region006,RiPP-like,RiPPs,GCA_030167035.1,CP126524.1,3069,3069,3069,2582,26,unknown_family,u_RiPPs_26,23,unknown_family,u_RiPPs_23
CP126524.1.region007,RiPP-like,RiPPs,GCA_030167035.1,CP126524.1,3561,3561,3561,2582,5,unknown_family,u_RiPPs_5,9,unknown_family,u_RiPPs_9
CP126524.1.region009,terpene,Terpene,GCA_030167035.1,CP126524.1,2941,2941,2941,2941,2,unknown_family,u_Terpene_2,5,unknown_family,u_Terpene_5
CP126524.1.region001,NRPS-like,NRPS,GCA_030167035.1,CP126524.1,3135,3135,3135,,37,unknown_family,u_NRPS_37,30,unknown_family,u_NRPS_30
CP126524.1.region002,LAP,RiPPs,GCA_030167035.1,CP126524.1,3566,3566,3566,3065,4,unknown_family,u_RiPPs_4,8,unknown_family,u_RiPPs_8
JAVIVX010000007.1.region001,lanthipeptide-class-i.NRPS,Others,GCA_031324125.1,JAVIVX010000007.1,3631,3631,3631,794,183,unknown_family,u_Others_183,164,unknown_family,u_Others_164
JAVIVX010000001.1.region005,RiPP-like,RiPPs,GCA_031324125.1,JAVIVX010000001.1,3325,3625,3625,2582,255,unknown_family,u_RiPPs_255,226,unknown_family,u_RiPPs_226
JAVIVX010000003.1.region001,lassopeptide,RiPPs,GCA_031324125.1,JAVIVX010000003.1,3327,3327,3327,2582,24,unknown_family,u_RiPPs_24,21,unknown_family,u_RiPPs_21
JAVIVX010000004.1.region001,NRPS-like.NRPS,NRPS,GCA_031324125.1,JAVIVX010000004.1,3455,3629,3629,,317,unknown_family,u_NRPS_317,276,unknown_family,u_NRPS_276
JAVIVX010000001.1.region001,LAP.ranthipeptide,RiPPs,GCA_031324125.1,JAVIVX010000001.1,3065,3065,3065,3065,4,unknown_family,u_RiPPs_4,8,unknown_family,u_RiPPs_8
JAVIVX010000001.1.region006,terpene,Terpene,GCA_031324125.1,JAVIVX010000001.1,3326,3326,3326,3326,2,unknown_family,u_Terpene_2,5,unknown_family,u_Terpene_5
JAVIVX010000005.1.region001,NRPS-like.NRPS,NRPS,GCA_031324125.1,JAVIVX010000005.1,3630,3630,3630,,308,unknown_family,u_NRPS_308,268,unknown_family,u_NRPS_268
JAVIVX010000001.1.region003,NRP-metallophore.NRPS,Others,GCA_031324125.1,JAVIVX010000001.1,3067,3067,3067,794,6,unknown_family,u_Others_6,2,unknown_family,u_Others_2
JAVIVX010000002.1.region001,NRPS,NRPS,GCA_031324125.1,JAVIVX010000002.1,3627,3627,3627,,310,unknown_family,u_NRPS_310,270,unknown_family,u_NRPS_270
JAVIVX010000001.1.region002,NRPS,NRPS,GCA_031324125.1,JAVIVX010000001.1,2910,2910,2910,,31,unknown_family,u_NRPS_31,26,unknown_family,u_NRPS_26
JAVIVX010000001.1.region004,betalactone,Others,GCA_031324125.1,JAVIVX010000001.1,3068,3563,3068,2937,1,unknown_family,u_Others_1,1,known_family,fengycin
JAUCEM010000006.1.region002,terpene,Terpene,GCA_030348965.1,JAUCEM010000006.1,2941,2941,2941,2941,2,unknown_family,u_Terpene_2,5,unknown_family,u_Terpene_5
JAUCEM010000006.1.region005,LAP,RiPPs,GCA_030348965.1,JAUCEM010000006.1,3566,3566,3566,3065,4,unknown_family,u_RiPPs_4,8,unknown_family,u_RiPPs_8
JAUCEM010000006.1.region008,NRPS,NRPS,GCA_030348965.1,JAUCEM010000006.1,2910,2910,2910,,31,unknown_family,u_NRPS_31,26,unknown_family,u_NRPS_26
